IdCliente,apoyoTecnico ,serviciosDeAlimentos ,servicioTelefonico ,servicioDeTransporte ,lineasTelefonicas ,serviciosMedicos ,servicioDeInternet ,ServiciosEntrega,seguridadOnline ,serviciosParaMascotas ,copiasDeSeguridad ,serviciosEducativos ,StreamingTV ,servicioProteccio_nMovil ,StreamingMovies 
7326-RIGQZ,No,No,Yes,Yes,No,No,Fiber optic,Yes,No,No,No,No,No,No,No
1401-FTHFQ,No internet service,No,Yes,Yes,No,Yes,No,No,No internet service,No,No internet service,Yes,No internet service,No internet service,No internet service
3247-ZVOUO,No,No,Yes,No,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,No,Yes
0254-FNMCI,Yes,Yes,Yes,No,No,No,Fiber optic,Yes,Yes,No,Yes,No,Yes,Yes,Yes
1848-LBZHY,No,No,Yes,No,No,Yes,DSL,Yes,Yes,Yes,No,No,No,No,No
6101-IMRMM,No,No,Yes,Yes,No,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Yes,Yes
8118-TJAFG,Yes,Yes,Yes,No,No,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,No,Yes
5429-LWCMV,No,Yes,Yes,Yes,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,No,Yes
7298-IZWLY,No internet service,No,Yes,No,No,Yes,No,No,No internet service,Yes,No internet service,No,No internet service,No internet service,No internet service
9758-MFWGD,No,No,No,Yes,No phone service,No,DSL,Yes,No,No,Yes,Yes,No,No,No
3955-JBZZM,No,Yes,Yes,Yes,No,Yes,Fiber optic,No,No,No,No,Yes,Yes,No,No
1268-ASBGA,No,No,Yes,Yes,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,No,Yes
8943-URTMR,No,No,Yes,Yes,No,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,No,No
4815-TUMEQ,No internet service,No,Yes,Yes,No,No,No,No,No internet service,No,No internet service,Yes,No internet service,No internet service,No internet service
4713-LZDRV,No,No,Yes,Yes,No,Yes,Fiber optic,Yes,No,No,No,No,No,No,Yes
9909-IDLEK,Yes,Yes,Yes,Yes,Yes,No,Fiber optic,Yes,No,No,Yes,No,Yes,No,No
4092-OFQZS,No internet service,Yes,Yes,Yes,No,No,No,No,No internet service,No,No internet service,Yes,No internet service,No internet service,No internet service
1561-BWHIN,No internet service,No,Yes,Yes,No,Yes,No,Yes,No internet service,No,No internet service,Yes,No internet service,No internet service,No internet service
4325-NFSKC,No,No,Yes,Yes,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,No,No
9927-DSWDF,Yes,No,Yes,Yes,No,Yes,Fiber optic,No,Yes,Yes,Yes,No,Yes,No,Yes
9500-LTVBP,Yes,Yes,Yes,Yes,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,No,No
7252-NTGSS,No,No,Yes,No,No,No,DSL,No,No,No,No,No,No,No,No
8149-AIQCG,No,No,Yes,No,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,No,No
1360-JYXKQ,Yes,Yes,Yes,No,No,No,Fiber optic,No,No,Yes,No,No,Yes,Yes,Yes
2955-PSXOE,No internet service,Yes,Yes,Yes,No,No,No,No,No internet service,Yes,No internet service,Yes,No internet service,No internet service,No internet service
7762-URZQH,No,Yes,Yes,No,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Yes,Yes
0899-WZRSD,Yes,No,Yes,No,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,Yes,No,Yes
3255-GRXMG,No,Yes,Yes,Yes,No,Yes,DSL,Yes,No,Yes,No,Yes,No,No,No
4828-FAZPK,No,No,Yes,Yes,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,No,No
6094-ZIVKX,No,No,Yes,No,No,No,DSL,Yes,Yes,No,No,Yes,No,Yes,No
6925-BAYGL,No internet service,No,Yes,Yes,Yes,No,No,No,No internet service,Yes,No internet service,No,No internet service,No internet service,No internet service
3262-EIDHV,Yes,Yes,Yes,Yes,Yes,No,DSL,Yes,Yes,Yes,No,No,Yes,Yes,Yes
7354-OIJLX,No,Yes,Yes,No,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,No,No
1376-HHBDV,No,Yes,Yes,Yes,No,Yes,DSL,Yes,Yes,Yes,No,No,No,No,No
6907-NZZIJ,No,No,Yes,No,Yes,No,Fiber optic,Yes,No,No,Yes,No,Yes,No,Yes
6133-OZILE,Yes,No,No,No,No phone service,Yes,DSL,Yes,No,No,No,Yes,No,Yes,No
4135-FRWKJ,Yes,Yes,Yes,No,Yes,Yes,DSL,No,Yes,No,No,No,Yes,Yes,No
2911-UREFD,No,No,No,Yes,No phone service,Yes,DSL,No,Yes,No,No,Yes,Yes,Yes,Yes
3744-ZRRDZ,No,Yes,Yes,No,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,No,No,No
5673-TIYIB,Yes,Yes,No,Yes,No phone service,No,DSL,Yes,No,No,Yes,Yes,No,Yes,No
6551-ZCOTS,No internet service,No,Yes,No,Yes,No,No,Yes,No internet service,No,No internet service,No,No internet service,No internet service,No internet service
7191-ADRGF,No,Yes,No,Yes,No phone service,No,DSL,Yes,No,No,Yes,Yes,Yes,Yes,Yes
5018-LXQQG,Yes,No,Yes,No,No,Yes,DSL,No,Yes,No,No,No,No,No,Yes
6892-BOGQE,No internet service,Yes,Yes,Yes,No,Yes,No,Yes,No internet service,Yes,No internet service,No,No internet service,No internet service,No internet service
1602-IJQQE,No,No,Yes,Yes,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,No,No
4628-WQCQQ,No,No,Yes,Yes,No,Yes,Fiber optic,No,No,No,No,No,Yes,Yes,No
1746-TGTWV,No,Yes,Yes,No,No,No,Fiber optic,No,No,No,No,Yes,No,Yes,No
5995-SNNEW,No,No,Yes,No,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Yes,Yes
8050-WYBND,No,No,No,No,No phone service,No,DSL,Yes,No,No,No,Yes,Yes,Yes,Yes
2821-WARNZ,No internet service,No,Yes,Yes,No,Yes,No,No,No internet service,Yes,No internet service,No,No internet service,No internet service,No internet service
4879-GZLFH,No,No,Yes,Yes,No,Yes,Fiber optic,Yes,No,Yes,No,No,Yes,Yes,Yes
1644-IRKSF,No,No,Yes,Yes,No,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,Yes,Yes
8314-HTWVE,No internet service,No,Yes,Yes,No,Yes,No,No,No internet service,No,No internet service,No,No internet service,No internet service,No internet service
9402-ROUMJ,Yes,No,Yes,Yes,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Yes,Yes
2507-QZPQS,Yes,Yes,Yes,No,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,No,Yes
7159-NOKYQ,No,No,Yes,Yes,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,No,Yes,Yes
5707-ZMDJP,Yes,No,Yes,Yes,No,No,DSL,No,Yes,Yes,Yes,Yes,Yes,No,No
8779-YIQQA,No internet service,No,Yes,No,No,Yes,No,Yes,No internet service,No,No internet service,Yes,No internet service,No internet service,No internet service
7136-IHZJA,Yes,Yes,Yes,Yes,No,No,DSL,Yes,Yes,No,Yes,Yes,No,No,Yes
8966-OIQHG,No internet service,Yes,Yes,No,No,Yes,No,No,No internet service,Yes,No internet service,No,No internet service,No internet service,No internet service
7074-STDCN,Yes,No,No,Yes,No phone service,No,DSL,No,No,No,No,Yes,No,No,Yes
3705-PSNGL,No internet service,Yes,Yes,Yes,No,Yes,No,Yes,No internet service,Yes,No internet service,Yes,No internet service,No internet service,No internet service
8739-QOTTN,No internet service,No,Yes,No,No,No,No,Yes,No internet service,No,No internet service,Yes,No internet service,No internet service,No internet service
1399-OUPJN,No internet service,No,Yes,No,No,Yes,No,No,No internet service,No,No internet service,No,No internet service,No internet service,No internet service
0277-BKSQP,No,No,Yes,No,No,No,DSL,Yes,No,Yes,No,No,Yes,No,No
6502-HCJTI,No,Yes,Yes,No,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,No,Yes
2606-RMDHZ,No,Yes,No,Yes,No phone service,No,DSL,No,No,Yes,Yes,Yes,No,No,No
5774-XZTQC,No internet service,Yes,Yes,Yes,No,Yes,No,Yes,No internet service,Yes,No internet service,Yes,No internet service,No internet service,No internet service
2676-SSLTO,Yes,No,Yes,Yes,Yes,No,DSL,No,No,Yes,No,No,Yes,No,No
6266-QHOJZ,Yes,No,Yes,No,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,No,No,No
7269-JISCY,No,No,Yes,Yes,No,Yes,DSL,Yes,No,Yes,No,Yes,No,No,No
0363-SVHYR,Yes,No,Yes,Yes,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes
8547-NSBBO,Yes,Yes,Yes,No,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,Yes,No
8258-GSTJK,No,Yes,Yes,Yes,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,No,No
6861-OKBCE,No internet service,Yes,Yes,No,No,No,No,No,No internet service,No,No internet service,No,No internet service,No internet service,No internet service
9940-RHLFB,No,No,Yes,Yes,No,Yes,Fiber optic,Yes,No,Yes,No,No,No,Yes,No
6591-QGOYB,Yes,No,Yes,No,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Yes,No
9070-BCKQP,Yes,Yes,Yes,Yes,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Yes,Yes
6421-SZVEM,No,No,Yes,Yes,No,No,Fiber optic,No,Yes,Yes,No,Yes,No,No,Yes
1328-EUZHC,No internet service,No,Yes,No,No,No,No,Yes,No internet service,Yes,No internet service,No,No internet service,No internet service,No internet service
2995-UPRYS,Yes,Yes,Yes,Yes,No,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,No,Yes
8878-RYUKI,No,Yes,Yes,No,No,Yes,DSL,No,No,No,No,Yes,No,Yes,Yes
9633-DENPU,No,Yes,Yes,Yes,No,No,DSL,Yes,No,Yes,Yes,No,Yes,No,No
7811-JIVPF,No,Yes,Yes,No,No,No,DSL,Yes,No,Yes,No,Yes,No,Yes,No
7113-HIPFI,Yes,Yes,Yes,No,No,Yes,DSL,Yes,Yes,No,Yes,Yes,No,Yes,No
8541-QVFKM,No,No,Yes,Yes,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,No,No
6686-YPGHK,No,Yes,Yes,No,No,No,Fiber optic,No,Yes,No,No,No,No,No,Yes
1383-EZRWL,No internet service,No,Yes,Yes,No,No,No,Yes,No internet service,No,No internet service,No,No internet service,No internet service,No internet service
9258-CNWAC,Yes,Yes,Yes,Yes,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
5371-VYLSX,No,No,Yes,No,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No,No,No
6374-AFWOX,Yes,No,Yes,No,No,Yes,DSL,Yes,Yes,No,Yes,Yes,No,Yes,No
4759-TRPLW,No,No,Yes,No,No,No,Fiber optic,No,No,No,No,No,No,No,No
5317-FLPJF,Yes,No,No,Yes,No phone service,Yes,DSL,No,Yes,No,No,No,Yes,Yes,Yes
7621-VPNET,Yes,No,Yes,No,Yes,No,Fiber optic,No,No,Yes,No,No,No,Yes,No
6034-YMTOB,Yes,No,Yes,Yes,No,Yes,Fiber optic,No,No,Yes,No,No,No,No,No
8563-IIOXK,No,No,Yes,No,No,Yes,DSL,No,Yes,No,No,Yes,No,No,No
4903-CNOZC,No,No,Yes,Yes,Yes,No,DSL,Yes,No,No,Yes,No,No,Yes,Yes
4353-HYOJD,No,Yes,Yes,No,No,Yes,DSL,Yes,No,Yes,Yes,Yes,No,No,No
8020-BWHYL,No,No,Yes,Yes,No,Yes,Fiber optic,No,No,No,Yes,No,No,No,No
7267-FRMJW,No internet service,No,Yes,No,No,No,No,No,No internet service,No,No internet service,Yes,No internet service,No internet service,No internet service
2982-VPSGI,No,Yes,Yes,No,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,No,Yes
4188-FRABG,Yes,No,Yes,Yes,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,Yes,Yes,No
8199-ZLLSA,Yes,No,Yes,Yes,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes
4128-ETESU,No,Yes,Yes,No,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Yes,Yes
0620-DLSLK,No,Yes,Yes,No,No,Yes,Fiber optic,No,No,Yes,No,No,Yes,No,No
4625-EWPTF,No,No,No,Yes,No phone service,No,DSL,No,Yes,No,No,Yes,No,No,No
5980-NOPLP,No,No,Yes,Yes,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,No,Yes
3850-OKINF,No,No,Yes,Yes,Yes,Yes,DSL,Yes,Yes,No,No,No,Yes,No,No
6892-XPFPU,No,No,Yes,Yes,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Yes,Yes
8010-EZLOU,No,No,Yes,Yes,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,No,No
1156-ZFYDO,No internet service,Yes,Yes,No,No,No,No,Yes,No internet service,No,No internet service,Yes,No internet service,No internet service,No internet service
3295-YVUSR,No,Yes,Yes,Yes,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,No,No
8016-NCFVO,Yes,No,Yes,Yes,Yes,No,Fiber optic,No,Yes,No,Yes,No,Yes,Yes,Yes
4119-ZYPZY,Yes,No,Yes,Yes,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,No,Yes
5549-ZGHFB,No internet service,No,Yes,No,Yes,No,No,Yes,No internet service,No,No internet service,No,No internet service,No internet service,No internet service
7577-SWIFR,No,No,Yes,No,No,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,No,Yes
0303-WMMRN,No internet service,No,Yes,Yes,No,No,No,Yes,No internet service,Yes,No internet service,Yes,No internet service,No internet service,No internet service
6408-OTUBZ,Yes,No,Yes,No,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Yes,No
5204-HMGYF,Yes,No,Yes,Yes,No,No,DSL,No,Yes,No,Yes,Yes,Yes,Yes,Yes
1078-TDCRN,No,No,No,No,No phone service,Yes,DSL,No,No,No,Yes,Yes,No,No,No
3727-OVPRY,No internet service,Yes,Yes,Yes,Yes,No,No,No,No internet service,Yes,No internet service,Yes,No internet service,No internet service,No internet service
3797-FKOGQ,No,Yes,Yes,Yes,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,No,Yes
7622-NXQZR,Yes,No,No,No,No phone service,Yes,DSL,No,No,No,No,Yes,No,No,No
6196-HBOBZ,No,No,Yes,Yes,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,Yes,Yes,No
3970-XGJDU,No internet service,Yes,Yes,Yes,No,Yes,No,No,No internet service,Yes,No internet service,No,No internet service,No internet service,No internet service
7017-VFULY,No internet service,Yes,Yes,No,No,No,No,No,No internet service,Yes,No internet service,No,No internet service,No internet service,No internet service
5562-YJQGT,No internet service,Yes,Yes,Yes,No,No,No,Yes,No internet service,No,No internet service,No,No internet service,No internet service,No internet service
8807-OPMBM,No internet service,Yes,Yes,No,Yes,Yes,No,Yes,No internet service,No,No internet service,Yes,No internet service,No internet service,No internet service
5439-WIKXB,No,Yes,Yes,No,No,No,Fiber optic,No,No,No,Yes,Yes,Yes,No,Yes
9874-QLCLH,No,Yes,Yes,Yes,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Yes,Yes
8294-UIMBA,Yes,No,Yes,Yes,No,Yes,Fiber optic,No,No,Yes,No,No,Yes,No,Yes
8109-YUOHE,No,No,Yes,No,No,No,DSL,Yes,Yes,No,Yes,No,No,No,No
5840-NVDCG,Yes,Yes,Yes,Yes,No,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,No,Yes
8092-NLTGF,No internet service,No,Yes,No,Yes,No,No,No,No internet service,Yes,No internet service,Yes,No internet service,No internet service,No internet service
5928-QLDHB,No,No,Yes,No,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,No,No
9840-EFJQB,No,No,Yes,No,No,No,Fiber optic,Yes,No,No,Yes,Yes,No,No,No
0696-UKTOX,Yes,No,Yes,No,No,Yes,DSL,Yes,No,No,Yes,Yes,No,No,No
4801-KFYKL,No internet service,Yes,Yes,No,No,No,No,No,No internet service,No,No internet service,Yes,No internet service,No internet service,No internet service
3472-OAOOR,No,No,No,No,No phone service,Yes,DSL,No,Yes,Yes,Yes,Yes,No,No,No
6135-OZQVA,No,Yes,Yes,No,Yes,Yes,DSL,No,Yes,Yes,No,No,No,No,No
8062-YBDOE,No,No,Yes,Yes,No,No,Fiber optic,Yes,No,No,No,No,No,No,No
2252-JHJGE,No,Yes,Yes,Yes,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Yes,Yes
4188-PCPIG,Yes,No,Yes,No,No,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,No,No
6000-APYLU,No,Yes,Yes,Yes,No,Yes,Fiber optic,Yes,No,Yes,No,No,No,No,Yes
7105-BENQF,No,Yes,Yes,Yes,No,Yes,DSL,No,Yes,No,No,No,No,Yes,Yes
7721-DVEKZ,No internet service,No,Yes,Yes,No,Yes,No,No,No internet service,No,No internet service,Yes,No internet service,No internet service,No internet service
3566-VVORZ,No,No,Yes,No,No,No,DSL,No,No,Yes,No,No,No,No,No
9507-HSMMZ,No internet service,Yes,Yes,Yes,No,No,No,No,No internet service,Yes,No internet service,Yes,No internet service,No internet service,No internet service
2480-SQIOB,No,No,Yes,No,No,Yes,DSL,No,No,No,No,Yes,No,No,No
0947-IDHRQ,No,Yes,Yes,No,No,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,No,No
7813-TKCVO,No internet service,Yes,Yes,No,No,No,No,Yes,No internet service,No,No internet service,Yes,No internet service,No internet service,No internet service
0128-MKWSG,Yes,No,No,Yes,No phone service,No,DSL,Yes,Yes,Yes,No,Yes,No,No,Yes
3672-YITQD,No,Yes,Yes,No,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,No,Yes
4350-ZTLPI,Yes,Yes,Yes,Yes,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,Yes,Yes,Yes
9048-JVYVF,Yes,Yes,Yes,Yes,No,No,DSL,Yes,No,No,No,Yes,Yes,No,Yes
0361-HJRDX,Yes,Yes,No,Yes,No phone service,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes
5727-MYATE,Yes,No,Yes,Yes,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes,Yes,Yes
3823-KYNQY,No internet service,No,Yes,No,Yes,No,No,Yes,No internet service,Yes,No internet service,Yes,No internet service,No internet service,No internet service
8988-ECPJR,No,Yes,Yes,No,Yes,No,Fiber optic,No,No,No,Yes,No,No,No,No
7570-WELNY,No,No,Yes,Yes,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,No,No
3021-VLNRJ,Yes,Yes,Yes,No,No,No,DSL,Yes,Yes,Yes,No,Yes,Yes,Yes,No
3776-EKTKM,No,Yes,No,Yes,No phone service,Yes,DSL,Yes,No,Yes,No,No,Yes,No,No
2080-CAZNM,No,No,Yes,No,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,Yes,Yes,Yes
1028-FFNJK,Yes,Yes,Yes,No,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,No,Yes
6907-FLBER,No,No,Yes,No,Yes,No,DSL,No,No,No,Yes,No,No,No,No
3001-UNBTL,No,Yes,Yes,No,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,Yes,Yes
5982-PSMKW,Yes,Yes,Yes,Yes,Yes,No,DSL,No,Yes,No,Yes,No,Yes,Yes,Yes
3507-GASNP,No internet service,Yes,Yes,No,No,Yes,No,Yes,No internet service,Yes,No internet service,No,No internet service,No internet service,No internet service
7096-ZNBZI,No internet service,No,Yes,No,Yes,Yes,No,No,No internet service,Yes,No internet service,Yes,No internet service,No internet service,No internet service
1902-XBTFB,No,No,Yes,No,No,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Yes,No
1676-MQAOA,Yes,Yes,Yes,Yes,No,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,Yes,No
0786-IVLAW,No,No,Yes,Yes,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Yes,Yes
7566-DSRLQ,Yes,No,Yes,No,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Yes,Yes
0643-OKLRP,No,No,Yes,Yes,Yes,No,Fiber optic,No,Yes,No,No,No,No,No,No
7245-JMTTQ,Yes,No,Yes,Yes,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Yes,Yes
6050-IJRHS,No,Yes,Yes,Yes,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,Yes,Yes
6202-JVYEU,No internet service,No,Yes,Yes,No,Yes,No,No,No internet service,Yes,No internet service,Yes,No internet service,No internet service,No internet service
8591-TKMZH,Yes,Yes,Yes,No,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes
0734-OXWBT,Yes,No,Yes,No,No,Yes,DSL,No,No,No,No,Yes,Yes,No,Yes
4282-ACRXS,No,Yes,No,No,No phone service,Yes,DSL,Yes,No,Yes,No,No,No,No,No
0365-TRTPY,No,Yes,Yes,No,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,Yes,No
7349-ALMUX,Yes,Yes,Yes,No,No,No,DSL,No,Yes,Yes,Yes,Yes,No,Yes,No
9381-NDKME,No,Yes,No,Yes,No phone service,No,DSL,Yes,No,No,No,No,No,Yes,Yes
6502-KUGLL,Yes,Yes,Yes,No,No,No,DSL,No,Yes,No,Yes,Yes,No,No,No
1841-YSJGV,Yes,No,Yes,Yes,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,No,Yes
2794-XIMMO,Yes,No,No,No,No phone service,Yes,DSL,No,No,No,Yes,Yes,Yes,Yes,Yes
8382-SHQEH,No,No,Yes,Yes,Yes,No,Fiber optic,No,No,No,No,Yes,No,No,Yes
3511-BFTJW,No,No,No,No,No phone service,Yes,DSL,No,Yes,No,Yes,Yes,No,Yes,No
7668-XCFYV,No,No,Yes,Yes,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,No,Yes
2983-ZANRP,No,No,Yes,Yes,No,Yes,Fiber optic,Yes,No,No,Yes,No,No,No,No
7845-URHJN,No internet service,Yes,Yes,Yes,No,Yes,No,No,No internet service,No,No internet service,Yes,No internet service,No internet service,No internet service
3034-ZBEQN,No,Yes,No,No,No phone service,Yes,DSL,Yes,No,No,Yes,No,No,Yes,No
5018-HEKFO,No internet service,No,Yes,Yes,Yes,No,No,Yes,No internet service,Yes,No internet service,Yes,No internet service,No internet service,No internet service
2923-ARZLG,No internet service,Yes,Yes,No,No,No,No,No,No internet service,Yes,No internet service,No,No internet service,No internet service,No internet service
3976-NLDEZ,No internet service,No,Yes,Yes,No,Yes,No,No,No internet service,Yes,No internet service,No,No internet service,No internet service,No internet service
2282-YGNOR,Yes,Yes,Yes,Yes,No,No,DSL,No,Yes,No,No,No,No,Yes,No
5336-UFNZP,No,Yes,Yes,Yes,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Yes,Yes
6854-EXGSF,No,No,Yes,Yes,Yes,Yes,DSL,No,Yes,No,Yes,Yes,No,Yes,No
1241-EZFMJ,No internet service,Yes,Yes,No,Yes,No,No,Yes,No internet service,Yes,No internet service,No,No internet service,No internet service,No internet service
9233-PSYHO,No,No,Yes,No,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Yes,Yes
5376-PCKNB,No,Yes,Yes,No,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Yes,Yes
8044-BGWPI,No internet service,No,Yes,Yes,No,No,No,No,No internet service,Yes,No internet service,No,No internet service,No internet service,No internet service
4060-LDNLU,No,No,Yes,Yes,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,No,Yes
3589-PPVKW,No,Yes,Yes,Yes,No,No,DSL,Yes,No,Yes,No,Yes,No,No,No
8327-LZKAS,Yes,No,Yes,Yes,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Yes,Yes
5887-IKKYO,Yes,Yes,Yes,No,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,Yes,Yes
1075-BGWOH,No,Yes,Yes,No,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,Yes,Yes
1755-RMCXH,No internet service,No,Yes,Yes,No,Yes,No,No,No internet service,No,No internet service,Yes,No internet service,No internet service,No internet service
0302-JOIVN,No,No,Yes,No,No,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,Yes,Yes
3858-XHYJO,No,Yes,Yes,Yes,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Yes,Yes
4299-SIMNS,No,Yes,Yes,No,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,No,No
7025-IWFHT,Yes,No,Yes,Yes,No,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,No,No
6261-LHRTG,No,Yes,Yes,Yes,No,Yes,DSL,Yes,No,No,Yes,Yes,No,Yes,No
7841-FCRQD,Yes,Yes,Yes,Yes,No,Yes,DSL,No,No,Yes,Yes,Yes,No,No,No
2056-EVGZL,Yes,No,Yes,Yes,No,Yes,Fiber optic,No,No,No,Yes,No,Yes,Yes,Yes
8777-MBMTS,Yes,Yes,Yes,No,No,Yes,Fiber optic,Yes,No,No,Yes,No,Yes,Yes,Yes
7753-USQYQ,Yes,No,Yes,Yes,No,Yes,DSL,No,No,Yes,Yes,No,No,No,Yes
5366-IJEQJ,No,Yes,Yes,No,Yes,No,Fiber optic,No,No,No,No,No,Yes,Yes,No
7661-CPURM,Yes,No,Yes,No,No,Yes,Fiber optic,No,No,No,No,No,No,No,Yes
6233-HXJMX,No,No,Yes,No,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Yes,Yes
5902-WBLSE,No internet service,No,Yes,Yes,No,No,No,No,No internet service,No,No internet service,No,No internet service,No internet service,No internet service
1981-INRFU,No,Yes,Yes,Yes,No,No,Fiber optic,No,No,No,No,Yes,Yes,No,No
4971-PUYQO,No,Yes,Yes,No,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,No,Yes
3239-TPHPZ,No internet service,Yes,Yes,Yes,No,No,No,No,No internet service,No,No internet service,No,No internet service,No internet service,No internet service
5115-GZDEL,Yes,No,No,No,No phone service,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
3338-CVVEH,No,No,Yes,Yes,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,No,Yes
8485-GJCDN,No,No,Yes,No,No,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,No,No
2615-YVMYX,No,Yes,Yes,No,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Yes,Yes
2851-STERV,Yes,Yes,Yes,Yes,No,No,DSL,Yes,No,Yes,No,No,Yes,Yes,Yes
4393-GEADV,Yes,Yes,Yes,No,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Yes,Yes
8486-AYEQH,No,No,Yes,Yes,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,No,No
1527-SXDPN,Yes,Yes,Yes,Yes,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Yes,Yes
6029-WTIPC,No,No,Yes,Yes,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Yes,Yes
8634-CILSZ,Yes,Yes,Yes,Yes,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,No,Yes
